utterance,speaker,context,context_speakers,show,sarcasm
"Well, I always figured it was to study us, discover our weaknesses, and report back to your alien overlords.",PENNY,"['Hello.', 'Hello', 'Alright dispense with the friendlt banter', ""I believe you know why I'm here.""]","['SHELDON', 'PENNY', 'SHELDON', 'SHELDON']",BBT,True
Why don't you keep that stuff in the bathroom?,HOWARD,"[""That's a great idea. I'm going to get him to sign a Batman as well."", 'What is it about the word ""unique"" you don\'t understand?', 'Damn, paper cut. Nothing worse than a paper cut.', ""Well, obviously you don't remember your circumcision."", ""There's Neosporin and Band-Aids in my top desk drawer.""]","['RAJ', 'SHELDON', 'HOWARD', 'RAJ', 'SHELDON']",BBT,False
"Oh, no, no, I said I'm inviting you to come with me to Stan Lee's house.",PENNY,"[""Hi. I'm Penny. This is my friend, Sheldon."", ""We're not friends at the moment. Depends on how this goes."", 'Right, right. Anyway, Sheldon here is a huge fan of yours, and he was supposed to meet you the other day at the comic book store, but he kind of ended up in jail.', ""I see. And you thought you'd just come over to my house uninvited?"", 'You said we were invited.']","['PENNY', 'SHELDON', 'PENNY', 'PERSON', 'SHELDON']",BBT,False
There a new girlfriend in there? 'Cause you might need one.,PENNY,"['Leonard, what do the two of you talk about after the coitus?', 'My guess is, ""Hey, four minutes! New record!""', ""That's why I'm the funny one."", 'Anyway, we followed the guy to this garage sale, and they had the coolest stuff.', 'They were closing up. We got this whole box for 60 bucks.', ""We didn't even get to go through it all. There could be anything in here.""]","['SHELDON', 'HOWARD', 'HOWARD', 'LEONARD', 'HOWARD', 'LEONARD']",BBT,True
"Oh, I'm so glad you asked it like that. You.",LEONARD,"[""Hey, Sheldon. I was up in the administration office, and I happened to overhear the name of the winner of this year's Chancellor's Award for Science."", 'And you want to rub my nose in the fact that my contributions are being overlooked again?', 'I am the William Shatner of theoretical physics.', ""All right, I'll play. What self-important, preening fraud are they honoring this year?""]","['LEONARD', 'SHELDON', 'SHELDON', 'SHELDON']",BBT,True
Can we please talk about something else? Maybe something vaguely related to life as we know it on this planet?,LEONARD,"[""I honestly don't care."", ""Really? Because every time we've talked about unusual animal genitals, you've always had some pretty strong and controversial opinions."", ""What do you want from me? I just don't give a rat's ass."", ""Would that be a giant rat's ass?"", 'For the record, giant rats are possible.']","['LEONARD', 'RAJ', 'LEONARD', 'HOWARD', 'SHELDON']",BBT,True
"Excuse me, I'm thirsty, so I'm going to go to the refrigerator and get myself a refreshing beverage.",SHELDON,"[""Oh, there it is: now that you don't have a girlfriend, you want to hang out with me again."", ""I never stopped hanging out with you. Oh, please, we all know I'm the friend you call when you have no other options. If we were the Justice League, I'd be Aquaman."", 'I wish you were Aquaman. Then I could send you to scoop my mom out of the old lady tank.']","['RAJ', 'LEONARD', 'HOWARD']",BBT,False
"I read a study online that walking after a meal not only aids in digestion, but increases serotonin, and you know me, if there's one thing I like more than a refreshing beverage, it's serotonin. Bye-bye.",SHELDON,"['Ah…I do so love beverages.', ""Now I think I'll take my after-dinner walk."", 'Since when do you take after-dinner walks?', 'Yeah, since when do you take walks?']","['SHELDON', 'SHELDON', 'LEONARD', 'HOWARD']",BBT,False
"So what, you're just gonna walk up and down the stairs?",HOWARD,"[""I've missed you."", 'All right, say hello to your mother for me.', 'Okay.', 'What?', 'You said you were going for a walk.', ""I didn't say outside.""]","['RAJ', 'SHELDON', 'HOWARD', 'SHELDON', 'HOWARD', 'SHELDON']",BBT,False
"That's very thoughtful, but I think I'll finish my coffee first.",PERSON,"['And shake twice for Texas.', 'Something his mother taught him.', 'All right, Elizabeth, the bathroom is yours. The seat is down, and has been sanitized for your protection.']","['LEONARD', 'LEONARD', 'SHELDON']",BBT,False
"In 1917, when Albert Einstein established the theoretic foundation for the laser in his paper <i>""Zur Quantentheorie der</i> <i>Strahlung,""</i> his fondest hope was that the resultant device be bitchin'.",SHELDON,"[""Happy now? I'm moving the dirty sock."", 'Thank you. Raj, keep an eye out for the other one.', 'Hey, guys, this is my friend Zack.', 'Hey.', 'Hello.', ""Whoa! Is that the laser? It's bitchin'."", 'Yes.']","['HOWARD', 'SHELDON', 'PENNY', 'PERSON', 'SHELDON', 'PERSON', 'SHELDON']",BBT,True
A lot of people are working on that research. So what is all this?,LEONARD,"['And this is a schematic for a bird-trapping device that will ultimately backfire and cause me physical injury?', ""What I'm doing here is trying to determine when I'm going to die.""]","['SHELDON', 'SHELDON']",BBT,True
It was the kind of thing that makes it kind of hard to face her now.,HOWARD,"['You never told me what happened between you and Bernadette.', 'I did a stupid thing.', 'Yeah, I guessed that.']","['LEONARD', 'HOWARD', 'LEONARD']",BBT,False
"All right, all right. He can buy his own desk.",SHELDON,"['and a super executive ant farm with glow-in-the-dark sand?', '- What if he buys his own desk?', 'Yeah, what if I buy my own desk?', ""- That's ridiculous."", '- Why?', 'Because…', 'Yes?', ""It's my office.""]","['SHELDON', 'HOWARD', 'RAJ', 'SHELDON', 'RAJ', 'SHELDON', 'RAJ', 'SHELDON']",BBT,False
I just have a question. Does Bernadette ever talk about me?,HOWARD,"['Would you have opened the door if you knew it was me?', 'Not since I found out the teddy bear you gave me had a webcam in it.']","['HOWARD', 'PENNY']",BBT,False
He does it all the time. He's a cornucopia of social awkwardness.,SHELDON,"['Right.', ""That's not true of all bars. Juice bars, for example."", 'Oh! Good point, Amy.\nYeah, building on your premise, Leonard could frequent sushi bars, salad bars, oyster bars, the Apple Genius Bar... What are you doing?', ""Keep going. I'm listening."", 'That was rude.']","['LEONARD', 'AMY', 'SHELDON', 'LEONARD', 'AMY']",BBT,False
I just want to ask you a few questions about Howard Wolowitz.,PERSON,"[""Yes.\nI'm Special Agent Page, FBI."", ""You say you're Special Agent Page, FBI."", ""Here's my I.D."", ""And here is my Justice League membership card. But that doesn't prove I know Batman.""]","['PERSON', 'SHELDON', 'PERSON', 'SHELDON']",BBT,False
"Yes. In fact, our menses are synchronized. Penny. Bernadette tells me you're planning a girls' night.",AMY,"[""Besides, Penny and I are having a girls' night tonight."", ""Girls' night? What does that entail?"", 'Oh, you know, girls get together, hang out, share girl talk.', ""I'm a girl."", ""Oh. Well, maybe you can join us. I'll ask Penny."", 'No need. Penny and I are very close.', 'You are?']","['BERNADETTE', 'AMY', 'BERNADETTE', 'AMY', 'BERNADETTE', 'AMY', 'LEONARD']",BBT,False
"...so anyway, to make a long story short, turns out I have an unusually firm cervix.",AMY,"[""And here's where we are. The runts in a large litter.\nunlikely to ever reach the nourishing teats of Indiana Jones."", ""So I guess it's a good thing we stopped for dinner."", 'You know, guys, when facing disappointment, Eat, Pray, Love  teaches us', 'Oh, shut up.']","['SHELDON', 'LEONARD', 'RAJ', 'HOWARD']",BBT,False
"Bernadette dared me to tell a dirty story. ""The Miller's Tale"" by Chaucer is the dirtiest story I know. It would have been hidden in sock drawers if people in the 14th century had worn socks.",AMY,"['""And Absolon hath kist hir nether ye, ""and Nicholas is scalded in the towte.\nThis tale is doon, and God save al the rowte.""', 'What the hell was that?']","['AMY', 'PENNY']",BBT,False
Is it possible that she was going for your cheek and you moved and she accidentally got lip? That happens with me and my mom all the time.,HOWARD,"['to bring us all with you to the year 7010 where we are transported to work at the thinkatorium by telepathically controlled flying dolphins?', 'No, Penny kissed me.']","['SHELDON', 'LEONARD']",BBT,False
"Well, I'm just glad you finally found yourself a keeper.",PERSON,"[""and pump it into his mom's Camry."", ""Yeah, that's great. It's a funny story. Moving on."", 'And Donnie was a rocket scientist compared to that boy who wanted to get beer pong into the olympics.', 'What was his name, sweetheart?', ""Curtis, and I'm pretty sure he was joking."", ""I don't know. That petition looked real to me."", 'Yeah, okay, I think this ends the ex-boyfriend portion of our evening.']","['PERSON', 'PENNY', 'PERSON', 'PERSON', 'PENNY', 'PERSON', 'PENNY']",BBT,False
"Oh, and the science dudes want to talk science with you. What do you want to talk about-- rocks, dinosaurs, our friend the beaver?",HOWARD,"[""That's what I love about science-- there's no one right answer."", 'So...you and Zack again, huh?', 'Yeah, yeah, me and Zack again.', 'Were we here earlier?', 'Okay, we should, we should go.', 'Ah, not yet. I want to talk science with the science dudes.']","['PERSON', 'LEONARD', 'PENNY', 'PERSON', 'PENNY', 'PERSON']",BBT,True
"In the bedrooms of ten-year- old girls, where they belong.",SHELDON,"['Wow, this place is awesome.', 'Where do they keep the Archies?']","['PERSON', 'PERSON']",BBT,True
"I don't know. Somebody bigger and... Yeah, sure. Why not you?",PERSON,"['Stupid Aquaman.', 'If it makes you feel any better, when I was dating Penny, she used to flip out on me all the time.', 'Whoa. You dated Penny?', ""She didn't tell you?"", 'She told me she dated a guy named Leonard.', 'Who would have thought it was you?', 'Who else would it be?']","['RAJ', 'LEONARD', 'PERSON', 'LEONARD', 'PERSON', 'PERSON', 'LEONARD']",BBT,True
"Obviously, we're no longer a Justice League. We have no choice but to switch to our Muppet Baby costumes.",SHELDON,"['I may have failed.', 'Okay, I guess we just go without a Wonder Woman.', ""I don't want to go without Penny."", ""Oh, great. No Superman, no Wonder Woman? All we've got is a skinny Flash, an Indian Aquaman, a nearsighted Green Lantern, and a teeny, tiny Dark Knight.""]","['SHELDON', 'HOWARD', 'PERSON', 'RAJ']",BBT,False
I understand. Your loyalty is admirable. But what if I were to up the ante?,SHELDON,"['Why not ""World\'s Greatest Engineer""?', ""I'm sorry.\nI typed that into the label maker, but I just couldn't press enter. Now down to business."", 'What would it take for you to abandon Leonard and join me in a rival company', 'Unless, of course, the mugs are sufficient, in which case, welcome aboard.', ""We're not quitting on Leonard.""]","['HOWARD', 'SHELDON', 'SHELDON', 'SHELDON', 'HOWARD']",BBT,False
"Certainly. I'd like to raise two points. Number one, I think they <i>are</i> talking about penises. And number two, these mimosas are kicking my little brown ass.",RAJ,"['Who could get <i>all</i> the giant missiles she wants.', ""Are we talking about women wanting penises? Because I'd like to weigh in."", 'Dr. Koothrappali, would you care to join the conversation?']","['BERNADETTE', 'AMY', 'SHELDON']",BBT,False
We might be starting to zero in on your problem.,LEONARD,"['Are you guys doing okay?', 'Leonard and I are fine, but I think Raj needs to meet a girl really soon.', ""Well, that shouldn't be too hard. He's such a cutie."", 'Thank you, but ""cute"" is for bunnies. I want to be something with sex appeal, like... like a labradoodle.\nLabradoodle?']","['BERNADETTE', 'HOWARD', 'BERNADETTE', 'RAJ']",BBT,True
"Hey, you taught me something. Who would have thought it?",SHELDON,"[""Why not? It seems like you're improvising your entire curriculum."", 'This is all about listening and responding.', 'Gotcha.', ""I'm going to create a character and a situation, and you just jump in when you feel it."", 'All right.', 'All right.', 'Action.', 'Okay, it\'s not a movie. It\'s improv. So no one calls ""action.""']","['SHELDON', 'PENNY', 'SHELDON', 'PENNY', 'SHELDON', 'PENNY', 'SHELDON', 'PENNY']",BBT,True
"An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?",SHELDON,"[""Yes, I live with him.\nI don't... I-I really don't know why."", ""Tonight? Sure, that'd be great. Okay, I'll see you then. Bye."", 'She wants to have dinner and talk about my research.']","['LEONARD', 'LEONARD', 'LEONARD']",BBT,True
"Yeah, but you were just sleeping, because I forboded you to have sex.",RAJ,"[""That's very nice of you, but I made other plans."", 'Well, just keep in mind that should you ever need a slightly apathetic tertiary friend, I stand at the ready.', 'Hi, Howard. Hi, Sheldon.', 'Hello. Hey.', 'Why are you holding hands? I forbid you to hold hands.', 'Rajesh, you know Leonard and I spent the night together.']","['HOWARD', 'SHELDON', 'PERSON', 'SHELDON', 'RAJ', 'PERSON']",BBT,False
"Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.",PENNY,"[""Thank you, Leonard. That doesn't make it sound boring at all."", 'So, how you holding up?', ""I'm fine."", ""Oh, who are you kidding? She's breathtaking."", ""So, Penny, Leonard tells me you're an actress. That must be pretty exciting.""]","['PERSON', 'AMY', 'PENNY', 'AMY', 'PERSON']",BBT,True
